ID,MA_KEHOACH,MA_HOPDONG_TINDUNG,SODU_DAUKI,SO_KY,NGAY_DAUKI,NGAY_CUOIKY,SONGAY_TINHLAI,LAISUAT,GOC_PHAITRA,LAI_PHAITRA,TONG_TIEN
7517,KH-CTRA028568-65,CTRA028568,3071428544,65,2026-05-28,2026-06-27,31,14.75,153571429,38477006,192048435
7518,KH-CTRA028568-66,CTRA028568,2917857115,66,2026-06-28,2026-07-27,30,14.75,153571429,35374021,188945450
7519,KH-CTRA028568-67,CTRA028568,2764285686,67,2026-07-28,2026-08-27,31,14.75,153571429,34629305,188200734
7520,KH-CTRA028568-68,CTRA028568,2610714257,68,2026-08-28,2026-09-27,31,14.75,153571429,32705455,186276884
7521,KH-CTRA028568-69,CTRA028568,2457142828,69,2026-09-28,2026-10-27,30,14.75,153571429,29788649,183360078
7522,KH-CTRA028568-70,CTRA028568,2303571399,70,2026-10-28,2026-11-27,31,14.75,153571429,28857754,182429183
7523,KH-CTRA028568-71,CTRA028568,2149999970,71,2026-11-28,2026-12-27,30,14.75,153571429,26065068,179636497
7524,KH-CTRA028568-72,CTRA028568,1996428541,72,2026-12-28,2027-01-27,31,14.75,153571429,25010053,178581482
7525,KH-CTRA028568-73,CTRA028568,1842857112,73,2027-01-28,2027-02-27,31,14.75,153571429,23086203,176657632
7526,KH-CTRA028568-74,CTRA028568,1689285683,74,2027-02-28,2027-03-27,28,14.75,153571429,19114383,172685812
7527,KH-CTRA028568-75,CTRA028568,1535714254,75,2027-03-28,2027-04-27,31,14.75,153571429,19238503,172809932
7528,KH-CTRA028568-76,CTRA028568,1382142825,76,2027-04-28,2027-05-27,30,14.75,153571429,16756115,170327544
7529,KH-CTRA028568-77,CTRA028568,1228571396,77,2027-05-28,2027-06-27,31,14.75,153571429,15390802,168962231
7530,KH-CTRA028568-78,CTRA028568,1074999967,78,2027-06-28,2027-07-27,30,14.75,153571429,13032534,166603963
7531,KH-CTRA028568-79,CTRA028568,921428538,79,2027-07-28,2027-08-27,31,14.75,153571429,11543101,165114530
7532,KH-CTRA028568-80,CTRA028568,767857109,80,2027-08-28,2027-09-27,31,14.75,153571429,9619251,163190680
7533,KH-CTRA028568-81,CTRA028568,614285680,81,2027-09-28,2027-10-27,30,14.75,153571429,7447162,161018591
7534,KH-CTRA028568-82,CTRA028568,460714251,82,2027-10-28,2027-11-27,31,14.75,153571429,5771550,159342979
7535,KH-CTRA028568-83,CTRA028568,307142822,83,2027-11-28,2027-12-27,30,14.75,153571429,3723581,157295010
7536,KH-CTRA028568-84,CTRA028568,153571393,84,2027-12-28,2028-01-28,32,14.75,153571393,1985910,155557339
7537,KH-CTRA028566-1,CTRA028566,10900000000,1,2022-05-22,2022-06-21,31,14.75,181666667,136548630,318215297
7538,KH-CTRA028566-2,CTRA028566,10718333333,2,2022-06-22,2022-07-21,30,14.75,181666667,129941438,311608105
7539,KH-CTRA028566-3,CTRA028566,10536666666,3,2022-07-22,2022-08-21,31,14.75,181666667,131997009,313663676
7540,KH-CTRA028566-4,CTRA028566,10354999999,4,2022-08-22,2022-09-21,31,14.75,181666667,129721199,311387866
7541,KH-CTRA028566-5,CTRA028566,10173333332,5,2022-09-22,2022-10-21,30,14.75,181666667,123334247,305000914
7542,KH-CTRA028566-6,CTRA028566,9991666665,6,2022-10-22,2022-11-21,31,14.75,181666667,125169578,306836245
7543,KH-CTRA028566-7,CTRA028566,9809999998,7,2022-11-22,2022-12-21,30,14.75,181666667,118929452,300596119
7544,KH-CTRA028566-8,CTRA028566,9628333331,8,2022-12-22,2023-01-21,31,14.75,181666667,120617957,302284624
7545,KH-CTRA028566-9,CTRA028566,9446666664,9,2023-01-22,2023-02-21,31,14.75,181666667,118342146,300008813
7546,KH-CTRA028566-10,CTRA028566,9264999997,10,2023-02-22,2023-03-21,28,14.75,181666667,104834110,286500777
7547,KH-CTRA028566-11,CTRA028566,9083333330,11,2023-03-22,2023-04-21,31,14.75,181666667,113790525,295457192
7548,KH-CTRA028566-12,CTRA028566,8901666663,12,2023-04-22,2023-05-21,30,14.75,181666667,107917466,289584133
7549,KH-CTRA028566-13,CTRA028566,8719999996,13,2023-05-22,2023-06-21,31,14.75,181666667,109238904,290905571
7550,KH-CTRA028566-14,CTRA028566,8538333329,14,2023-06-22,2023-07-21,30,14.75,181666667,103512671,285179338
7551,KH-CTRA028566-15,CTRA028566,8356666662,15,2023-07-22,2023-08-21,31,14.75,181666667,104687283,286353950
7552,KH-CTRA028566-16,CTRA028566,8174999995,16,2023-08-22,2023-09-21,31,14.75,181666667,102411473,284078140
7553,KH-CTRA028566-17,CTRA028566,7993333328,17,2023-09-22,2023-10-21,30,14.75,181666667,96905479,278572146
7554,KH-CTRA028566-18,CTRA028566,7811666661,18,2023-10-22,2023-11-21,31,14.75,181666667,97859852,279526519
7555,KH-CTRA028566-19,CTRA028566,7629999994,19,2023-11-22,2023-12-21,30,14.75,181666667,92500685,274167352
7453,KH-CTRA028568-1,CTRA028568,12900000000,1,2021-01-28,2021-02-27,31,14.75,153571429,161603425,315174854
7454,KH-CTRA028568-2,CTRA028568,12746428571,2,2021-02-28,2021-03-27,28,14.75,153571429,144226712,297798141
7455,KH-CTRA028568-3,CTRA028568,12592857142,3,2021-03-28,2021-04-27,31,14.75,153571429,157755724,311327153
7456,KH-CTRA028568-4,CTRA028568,12439285713,4,2021-04-28,2021-05-27,30,14.75,153571429,150805039,304376468
7457,KH-CTRA028568-5,CTRA028568,12285714284,5,2021-05-28,2021-06-27,31,14.75,153571429,153908023,307479452
7458,KH-CTRA028568-6,CTRA028568,12132142855,6,2021-06-28,2021-07-27,30,14.75,153571429,147081458,300652887
7459,KH-CTRA028568-7,CTRA028568,11978571426,7,2021-07-28,2021-08-27,31,14.75,153571429,150060323,303631752
7460,KH-CTRA028568-8,CTRA028568,11824999997,8,2021-08-28,2021-09-27,31,14.75,153571429,148136473,301707902
7461,KH-CTRA028568-9,CTRA028568,11671428568,9,2021-09-28,2021-10-27,30,14.75,153571429,141496086,295067515
7462,KH-CTRA028568-10,CTRA028568,11517857139,10,2021-10-28,2021-11-27,31,14.75,153571429,144288772,297860201
7463,KH-CTRA028568-11,CTRA028568,11364285710,11,2021-11-28,2021-12-27,30,14.75,153571429,137772505,291343934
7464,KH-CTRA028568-12,CTRA028568,11210714281,12,2021-12-28,2022-01-27,31,14.75,153571429,140441071,294012500
7465,KH-CTRA028568-13,CTRA028568,11057142852,13,2022-01-28,2022-02-27,31,14.75,153571429,138517221,292088650
7466,KH-CTRA028568-14,CTRA028568,10903571423,14,2022-02-28,2022-03-27,28,14.75,153571429,123374657,276946086
7467,KH-CTRA028568-15,CTRA028568,10749999994,15,2022-03-28,2022-04-27,31,14.75,153571429,134669520,288240949
7468,KH-CTRA028568-16,CTRA028568,10596428565,16,2022-04-28,2022-05-27,30,14.75,153571429,128463552,282034981
7469,KH-CTRA028568-17,CTRA028568,10442857136,17,2022-05-28,2022-06-27,31,14.75,153571429,130821820,284393249
7470,KH-CTRA028568-18,CTRA028568,10289285707,18,2022-06-28,2022-07-27,30,14.75,153571429,124739971,278311400
7471,KH-CTRA028568-19,CTRA028568,10135714278,19,2022-07-28,2022-08-27,31,14.75,153571429,126974119,280545548
7472,KH-CTRA028568-20,CTRA028568,9982142849,20,2022-08-28,2022-09-27,31,14.75,153571429,125050269,278621698
7473,KH-CTRA028568-21,CTRA028568,9828571420,21,2022-09-28,2022-10-27,30,14.75,153571429,119154599,272726028
7474,KH-CTRA028568-22,CTRA028568,9674999991,22,2022-10-28,2022-11-27,31,14.75,153571429,121202568,274773997
7475,KH-CTRA028568-23,CTRA028568,9521428562,23,2022-11-28,2022-12-27,30,14.75,153571429,115431017,269002446
7476,KH-CTRA028568-24,CTRA028568,9367857133,24,2022-12-28,2023-01-27,31,14.75,153571429,117354868,270926297
7477,KH-CTRA028568-25,CTRA028568,9214285704,25,2023-01-28,2023-02-27,31,14.75,153571429,115431017,269002446
7478,KH-CTRA028568-26,CTRA028568,9060714275,26,2023-02-28,2023-03-27,28,14.75,153571429,102522603,256094032
7479,KH-CTRA028568-27,CTRA028568,8907142846,27,2023-03-28,2023-04-27,31,14.75,153571429,111583317,265154746
7480,KH-CTRA028568-28,CTRA028568,8753571417,28,2023-04-28,2023-05-27,30,14.75,153571429,106122064,259693493
7481,KH-CTRA028568-29,CTRA028568,8599999988,29,2023-05-28,2023-06-27,31,14.75,153571429,107735616,261307045
7482,KH-CTRA028568-30,CTRA028568,8446428559,30,2023-06-28,2023-07-27,30,14.75,153571429,102398483,255969912
7483,KH-CTRA028568-31,CTRA028568,8292857130,31,2023-07-28,2023-08-27,31,14.75,153571429,103887916,257459345
7484,KH-CTRA028568-32,CTRA028568,8139285701,32,2023-08-28,2023-09-27,31,14.75,153571429,101964065,255535494
7485,KH-CTRA028568-33,CTRA028568,7985714272,33,2023-09-28,2023-10-27,30,14.75,153571429,96813111,250384540
7486,KH-CTRA028568-34,CTRA028568,7832142843,34,2023-10-28,2023-11-27,31,14.75,153571429,98116365,251687794
7487,KH-CTRA028568-35,CTRA028568,7678571414,35,2023-11-28,2023-12-27,30,14.75,153571429,93089530,246660959
7488,KH-CTRA028568-36,CTRA028568,7524999985,36,2023-12-28,2024-01-27,31,14.75,153571429,94268664,247840093
7489,KH-CTRA028568-37,CTRA028568,7371428556,37,2024-01-28,2024-02-27,31,14.75,153571429,92344814,245916243
7490,KH-CTRA028568-38,CTRA028568,7217857127,38,2024-02-28,2024-03-27,29,14.75,153571429,84587353,238158782
7491,KH-CTRA028568-39,CTRA028568,7064285698,39,2024-03-28,2024-04-27,31,14.75,153571429,88497113,242068542
7492,KH-CTRA028568-40,CTRA028568,6910714269,40,2024-04-28,2024-05-27,30,14.75,153571429,83780577,237352006
7493,KH-CTRA028568-41,CTRA028568,6757142840,41,2024-05-28,2024-06-27,31,14.75,153571429,84649413,238220842
7494,KH-CTRA028568-42,CTRA028568,6603571411,42,2024-06-28,2024-07-27,30,14.75,153571429,80056996,233628425
7495,KH-CTRA028568-43,CTRA028568,6449999982,43,2024-07-28,2024-08-27,31,14.75,153571429,80801712,234373141
7496,KH-CTRA028568-44,CTRA028568,6296428553,44,2024-08-28,2024-09-27,31,14.75,153571429,78877862,232449291
7497,KH-CTRA028568-45,CTRA028568,6142857124,45,2024-09-28,2024-10-27,30,14.75,153571429,74471624,228043053
7498,KH-CTRA028568-46,CTRA028568,5989285695,46,2024-10-28,2024-11-27,31,14.75,153571429,75030161,228601590
7499,KH-CTRA028568-47,CTRA028568,5835714266,47,2024-11-28,2024-12-27,30,14.75,153571429,70748043,224319472
7500,KH-CTRA028568-48,CTRA028568,5682142837,48,2024-12-28,2025-01-27,31,14.75,153571429,71182461,224753890
7501,KH-CTRA028568-49,CTRA028568,5528571408,49,2025-01-28,2025-02-27,31,14.75,153571429,69258610,222830039
7502,KH-CTRA028568-50,CTRA028568,5374999979,50,2025-02-28,2025-03-27,28,14.75,153571429,60818493,214389922
7503,KH-CTRA028568-51,CTRA028568,5221428550,51,2025-03-28,2025-04-27,31,14.75,153571429,65410910,218982339
7504,KH-CTRA028568-52,CTRA028568,5067857121,52,2025-04-28,2025-05-27,30,14.75,153571429,61439090,215010519
7556,KH-CTRA028566-20,CTRA028566,7448333327,20,2023-12-22,2024-01-21,31,14.75,181666667,93308231,274974898
7557,KH-CTRA028566-21,CTRA028566,7266666660,21,2024-01-22,2024-02-21,31,14.75,181666667,91032420,272699087
7558,KH-CTRA028566-22,CTRA028566,7084999993,22,2024-02-22,2024-03-21,29,14.75,181666667,83030377,264697044
7559,KH-CTRA028566-23,CTRA028566,6903333326,23,2024-03-22,2024-04-21,31,14.75,181666667,86480799,268147466
7560,KH-CTRA028566-24,CTRA028566,6721666659,24,2024-04-22,2024-05-21,30,14.75,181666667,81488699,263155366
7561,KH-CTRA028566-25,CTRA028566,6539999992,25,2024-05-22,2024-06-21,31,14.75,181666667,81929178,263595845
7562,KH-CTRA028566-26,CTRA028566,6358333325,26,2024-06-22,2024-07-21,30,14.75,181666667,77083904,258750571
7563,KH-CTRA028566-27,CTRA028566,6176666658,27,2024-07-22,2024-08-21,31,14.75,181666667,77377557,259044224
7564,KH-CTRA028566-28,CTRA028566,5994999991,28,2024-08-22,2024-09-21,31,14.75,181666667,75101746,256768413
7565,KH-CTRA028566-29,CTRA028566,5813333324,29,2024-09-22,2024-10-21,30,14.75,181666667,70476712,252143379
7566,KH-CTRA028566-30,CTRA028566,5631666657,30,2024-10-22,2024-11-21,31,14.75,181666667,70550125,252216792
7567,KH-CTRA028566-31,CTRA028566,5449999990,31,2024-11-22,2024-12-21,30,14.75,181666667,66071918,247738585
7568,KH-CTRA028566-32,CTRA028566,5268333323,32,2024-12-22,2025-01-21,31,14.75,181666667,65998504,247665171
7569,KH-CTRA028566-33,CTRA028566,5086666656,33,2025-01-22,2025-02-21,31,14.75,181666667,63722694,245389361
7570,KH-CTRA028566-34,CTRA028566,4904999989,34,2025-02-22,2025-03-21,28,14.75,181666667,55500411,237167078
7571,KH-CTRA028566-35,CTRA028566,4723333322,35,2025-03-22,2025-04-21,31,14.75,181666667,59171073,240837740
7572,KH-CTRA028566-36,CTRA028566,4541666655,36,2025-04-22,2025-05-21,30,14.75,181666667,55059931,236726598
7573,KH-CTRA028566-37,CTRA028566,4359999988,37,2025-05-22,2025-06-21,31,14.75,181666667,54619452,236286119
7574,KH-CTRA028566-38,CTRA028566,4178333321,38,2025-06-22,2025-07-21,30,14.75,181666667,50655137,232321804
7575,KH-CTRA028566-39,CTRA028566,3996666654,39,2025-07-22,2025-08-21,31,14.75,181666667,50067831,231734498
7576,KH-CTRA028566-40,CTRA028566,3814999987,40,2025-08-22,2025-09-21,31,14.75,181666667,47792020,229458687
7577,KH-CTRA028566-41,CTRA028566,3633333320,41,2025-09-22,2025-10-21,30,14.75,181666667,44047945,225714612
7578,KH-CTRA028566-42,CTRA028566,3451666653,42,2025-10-22,2025-11-21,31,14.75,181666667,43240399,224907066
7579,KH-CTRA028566-43,CTRA028566,3269999986,43,2025-11-22,2025-12-21,30,14.75,181666667,39643151,221309818
7580,KH-CTRA028566-44,CTRA028566,3088333319,44,2025-12-22,2026-01-21,31,14.75,181666667,38688778,220355445
7581,KH-CTRA028566-45,CTRA028566,2906666652,45,2026-01-22,2026-02-21,31,14.75,181666667,36412968,218079635
7582,KH-CTRA028566-46,CTRA028566,2724999985,46,2026-02-22,2026-03-21,28,14.75,181666667,30833561,212500228
7583,KH-CTRA028566-47,CTRA028566,2543333318,47,2026-03-22,2026-04-21,31,14.75,181666667,31861347,213528014
7584,KH-CTRA028566-48,CTRA028566,2361666651,48,2026-04-22,2026-05-21,30,14.75,181666667,28631164,210297831
7585,KH-CTRA028566-49,CTRA028566,2179999984,49,2026-05-22,2026-06-21,31,14.75,181666667,27309726,208976393
7586,KH-CTRA028566-50,CTRA028566,1998333317,50,2026-06-22,2026-07-21,30,14.75,181666667,24226370,205893037
7587,KH-CTRA028566-51,CTRA028566,1816666650,51,2026-07-22,2026-08-21,31,14.75,181666667,22758105,204424772
7588,KH-CTRA028566-52,CTRA028566,1634999983,52,2026-08-22,2026-09-21,31,14.75,181666667,20482294,202148961
7589,KH-CTRA028566-53,CTRA028566,1453333316,53,2026-09-22,2026-10-21,30,14.75,181666667,17619178,199285845
7590,KH-CTRA028566-54,CTRA028566,1271666649,54,2026-10-22,2026-11-21,31,14.75,181666667,15930673,197597340
7591,KH-CTRA028566-55,CTRA028566,1089999982,55,2026-11-22,2026-12-21,30,14.75,181666667,13214383,194881050
7592,KH-CTRA028566-56,CTRA028566,908333315,56,2026-12-22,2027-01-21,31,14.75,181666667,11379052,193045719
7593,KH-CTRA028566-57,CTRA028566,726666648,57,2027-01-22,2027-02-21,31,14.75,181666667,9103242,190769909
7594,KH-CTRA028566-58,CTRA028566,544999981,58,2027-02-22,2027-03-21,28,14.75,181666667,6166712,187833379
7595,KH-CTRA028566-59,CTRA028566,363333314,59,2027-03-22,2027-04-21,31,14.75,181666667,4551621,186218288
7596,KH-CTRA028566-60,CTRA028566,181666647,60,2027-04-22,2027-05-22,31,14.75,181666647,2275810,183942477
7597,KH-CTRA028569-1,CTRA028569,1900000000,1,2022-09-06,2022-10-05,30,14.75,15833333,23034247,38867580
7598,KH-CTRA028569-2,CTRA028569,1884166667,2,2022-10-06,2022-11-05,31,14.75,15833333,23603704,39437037
7599,KH-CTRA028569-3,CTRA028569,1868333334,3,2022-11-06,2022-12-05,30,14.75,15833333,22650342,38483675
7600,KH-CTRA028569-4,CTRA028569,1852500001,4,2022-12-06,2023-01-05,31,14.75,15833333,23207003,39040336
7601,KH-CTRA028569-5,CTRA028569,1836666668,5,2023-01-06,2023-02-05,31,14.75,15833333,23008653,38841986
7602,KH-CTRA028569-6,CTRA028569,1820833335,6,2023-02-06,2023-03-05,28,14.75,15833333,20602854,36436187
7603,KH-CTRA028569-7,CTRA028569,1805000002,7,2023-03-06,2023-04-05,31,14.75,15833333,22611952,38445285
7604,KH-CTRA028569-8,CTRA028569,1789166669,8,2023-04-06,2023-05-05,30,14.75,15833333,21690582,37523915
7605,KH-CTRA028569-9,CTRA028569,1773333336,9,2023-05-06,2023-06-05,31,14.75,15833333,22215251,38048584
7606,KH-CTRA028569-10,CTRA028569,1757500003,10,2023-06-06,2023-07-05,30,14.75,15833333,21306678,37140011
7607,KH-CTRA028569-11,CTRA028569,1741666670,11,2023-07-06,2023-08-05,31,14.75,15833333,21818550,37651883
7608,KH-CTRA028569-12,CTRA028569,1725833337,12,2023-08-06,2023-09-05,31,14.75,15833333,21620200,37453533
7609,KH-CTRA028569-13,CTRA028569,1710000004,13,2023-09-06,2023-10-05,30,14.75,15833333,20730822,36564155
7610,KH-CTRA028569-14,CTRA028569,1694166671,14,2023-10-06,2023-11-05,31,14.75,15833333,21223499,37056832
7611,KH-CTRA028569-15,CTRA028569,1678333338,15,2023-11-06,2023-12-05,30,14.75,15833333,20346918,36180251
7612,KH-CTRA028569-16,CTRA028569,1662500005,16,2023-12-06,2024-01-05,31,14.75,15833333,20826798,36660131
7613,KH-CTRA028569-17,CTRA028569,1646666672,17,2024-01-06,2024-02-05,31,14.75,15833333,20628448,36461781
7614,KH-CTRA028569-18,CTRA028569,1630833339,18,2024-02-06,2024-03-05,29,14.75,15833333,19112026,34945359
7615,KH-CTRA028569-19,CTRA028569,1615000006,19,2024-03-06,2024-04-05,31,14.75,15833333,20231747,36065080
7616,KH-CTRA028569-20,CTRA028569,1599166673,20,2024-04-06,2024-05-05,30,14.75,15833333,19387158,35220491
7617,KH-CTRA028569-21,CTRA028569,1583333340,21,2024-05-06,2024-06-05,31,14.75,15833333,19835046,35668379
7618,KH-CTRA028569-22,CTRA028569,1567500007,22,2024-06-06,2024-07-05,30,14.75,15833333,19003254,34836587
7619,KH-CTRA028569-23,CTRA028569,1551666674,23,2024-07-06,2024-08-05,31,14.75,15833333,19438345,35271678
7620,KH-CTRA028569-24,CTRA028569,1535833341,24,2024-08-06,2024-09-05,31,14.75,15833333,19239994,35073327
7621,KH-CTRA028569-25,CTRA028569,1520000008,25,2024-09-06,2024-10-05,30,14.75,15833333,18427397,34260730
7622,KH-CTRA028569-26,CTRA028569,1504166675,26,2024-10-06,2024-11-05,31,14.75,15833333,18843293,34676626
7623,KH-CTRA028569-27,CTRA028569,1488333342,27,2024-11-06,2024-12-05,30,14.75,15833333,18043493,33876826
7624,KH-CTRA028569-28,CTRA028569,1472500009,28,2024-12-06,2025-01-05,31,14.75,15833333,18446593,34279926
7625,KH-CTRA028569-29,CTRA028569,1456666676,29,2025-01-06,2025-02-05,31,14.75,15833333,18248242,34081575
7626,KH-CTRA028569-30,CTRA028569,1440833343,30,2025-02-06,2025-03-05,28,14.75,15833333,16303128,32136461
7627,KH-CTRA028569-31,CTRA028569,1425000010,31,2025-03-06,2025-04-05,31,14.75,15833333,17851541,33684874
7628,KH-CTRA028569-32,CTRA028569,1409166677,32,2025-04-06,2025-05-05,30,14.75,15833333,17083733,32917066
7629,KH-CTRA028569-33,CTRA028569,1393333344,33,2025-05-06,2025-06-05,31,14.75,15833333,17454840,33288173
7630,KH-CTRA028569-34,CTRA028569,1377500011,34,2025-06-06,2025-07-05,30,14.75,15833333,16699829,32533162
7631,KH-CTRA028569-35,CTRA028569,1361666678,35,2025-07-06,2025-08-05,31,14.75,15833333,17058139,32891472
7632,KH-CTRA028569-36,CTRA028569,1345833345,36,2025-08-06,2025-09-05,31,14.75,15833333,16859789,32693122
7633,KH-CTRA028569-37,CTRA028569,1330000012,37,2025-09-06,2025-10-05,30,14.75,15833333,16123973,31957306
7634,KH-CTRA028569-38,CTRA028569,1314166679,38,2025-10-06,2025-11-05,31,14.75,15833333,16463088,32296421
7635,KH-CTRA028569-39,CTRA028569,1298333346,39,2025-11-06,2025-12-05,30,14.75,15833333,15740069,31573402
7636,KH-CTRA028569-40,CTRA028569,1282500013,40,2025-12-06,2026-01-05,31,14.75,15833333,16066387,31899720
7637,KH-CTRA028569-41,CTRA028569,1266666680,41,2026-01-06,2026-02-05,31,14.75,15833333,15868037,31701370
7638,KH-CTRA028569-42,CTRA028569,1250833347,42,2026-02-06,2026-03-05,28,14.75,15833333,14153265,29986598
7639,KH-CTRA028569-43,CTRA028569,1235000014,43,2026-03-06,2026-04-05,31,14.75,15833333,15471336,31304669
7640,KH-CTRA028569-44,CTRA028569,1219166681,44,2026-04-06,2026-05-05,30,14.75,15833333,14780308,30613641
7641,KH-CTRA028569-45,CTRA028569,1203333348,45,2026-05-06,2026-06-05,31,14.75,15833333,15074635,30907968
7642,KH-CTRA028569-46,CTRA028569,1187500015,46,2026-06-06,2026-07-05,30,14.75,15833333,14396404,30229737
7643,KH-CTRA028569-47,CTRA028569,1171666682,47,2026-07-06,2026-08-05,31,14.75,15833333,14677934,30511267
7644,KH-CTRA028569-48,CTRA028569,1155833349,48,2026-08-06,2026-09-05,31,14.75,15833333,14479584,30312917
7645,KH-CTRA028569-49,CTRA028569,1140000016,49,2026-09-06,2026-10-05,30,14.75,15833333,13820548,29653881
7646,KH-CTRA028569-50,CTRA028569,1124166683,50,2026-10-06,2026-11-05,31,14.75,15833333,14082883,29916216
7647,KH-CTRA028569-51,CTRA028569,1108333350,51,2026-11-06,2026-12-05,30,14.75,15833333,13436644,29269977
7648,KH-CTRA028569-52,CTRA028569,1092500017,52,2026-12-06,2027-01-05,31,14.75,15833333,13686182,29519515
7649,KH-CTRA028569-53,CTRA028569,1076666684,53,2027-01-06,2027-02-05,31,14.75,15833333,13487831,29321164
7650,KH-CTRA028569-54,CTRA028569,1060833351,54,2027-02-06,2027-03-05,28,14.75,15833333,12003402,27836735
7651,KH-CTRA028569-55,CTRA028569,1045000018,55,2027-03-06,2027-04-05,31,14.75,15833333,13091130,28924463
7652,KH-CTRA028569-56,CTRA028569,1029166685,56,2027-04-06,2027-05-05,30,14.75,15833333,12476884,28310217
7653,KH-CTRA028569-57,CTRA028569,1013333352,57,2027-05-06,2027-06-05,31,14.75,15833333,12694429,28527762
7654,KH-CTRA028569-58,CTRA028569,997500019,58,2027-06-06,2027-07-05,30,14.75,15833333,12092980,27926313
7655,KH-CTRA028569-59,CTRA028569,981666686,59,2027-07-06,2027-08-05,31,14.75,15833333,12297729,28131062
7656,KH-CTRA028569-60,CTRA028569,965833353,60,2027-08-06,2027-09-05,31,14.75,15833333,12099378,27932711
7657,KH-CTRA028569-61,CTRA028569,950000020,61,2027-09-06,2027-10-05,30,14.75,15833333,11517124,27350457
7658,KH-CTRA028569-62,CTRA028569,934166687,62,2027-10-06,2027-11-05,31,14.75,15833333,11702677,27536010
7659,KH-CTRA028569-63,CTRA028569,918333354,63,2027-11-06,2027-12-05,30,14.75,15833333,11133219,26966552
7660,KH-CTRA028569-64,CTRA028569,902500021,64,2027-12-06,2028-01-05,31,14.75,15833333,11305976,27139309
7661,KH-CTRA028569-65,CTRA028569,886666688,65,2028-01-06,2028-02-05,31,14.75,15833333,11107626,26940959
7662,KH-CTRA028569-66,CTRA028569,870833355,66,2028-02-06,2028-03-05,29,14.75,15833333,10205451,26038784
7663,KH-CTRA028569-67,CTRA028569,855000022,67,2028-03-06,2028-04-05,31,14.75,15833333,10710925,26544258
7664,KH-CTRA028569-68,CTRA028569,839166689,68,2028-04-06,2028-05-05,30,14.75,15833333,10173459,26006792
7665,KH-CTRA028569-69,CTRA028569,823333356,69,2028-05-06,2028-06-05,31,14.75,15833333,10314224,26147557
7666,KH-CTRA028569-70,CTRA028569,807500023,70,2028-06-06,2028-07-05,30,14.75,15833333,9789555,25622888
7667,KH-CTRA028569-71,CTRA028569,791666690,71,2028-07-06,2028-08-05,31,14.75,15833333,9917523,25750856
7668,KH-CTRA028569-72,CTRA028569,775833357,72,2028-08-06,2028-09-05,31,14.75,15833333,9719173,25552506
7669,KH-CTRA028569-73,CTRA028569,760000024,73,2028-09-06,2028-10-05,30,14.75,15833333,9213699,25047032
7670,KH-CTRA028569-74,CTRA028569,744166691,74,2028-10-06,2028-11-05,31,14.75,15833333,9322472,25155805
7671,KH-CTRA028569-75,CTRA028569,728333358,75,2028-11-06,2028-12-05,30,14.75,15833333,8829795,24663128
7672,KH-CTRA028569-76,CTRA028569,712500025,76,2028-12-06,2029-01-05,31,14.75,15833333,8925771,24759104
7673,KH-CTRA028569-77,CTRA028569,696666692,77,2029-01-06,2029-02-05,31,14.75,15833333,8727420,24560753
7674,KH-CTRA028569-78,CTRA028569,680833359,78,2029-02-06,2029-03-05,28,14.75,15833333,7703676,23537009
7675,KH-CTRA028569-79,CTRA028569,665000026,79,2029-03-06,2029-04-05,31,14.75,15833333,8330720,24164053
7676,KH-CTRA028569-80,CTRA028569,649166693,80,2029-04-06,2029-05-05,30,14.75,15833333,7870035,23703368
7677,KH-CTRA028569-81,CTRA028569,633333360,81,2029-05-06,2029-06-05,31,14.75,15833333,7934019,23767352
7678,KH-CTRA028569-82,CTRA028569,617500027,82,2029-06-06,2029-07-05,30,14.75,15833333,7486130,23319463
7679,KH-CTRA028569-83,CTRA028569,601666694,83,2029-07-06,2029-08-05,31,14.75,15833333,7537318,23370651
7680,KH-CTRA028569-84,CTRA028569,585833361,84,2029-08-06,2029-09-05,31,14.75,15833333,7338967,23172300
7681,KH-CTRA028569-85,CTRA028569,570000028,85,2029-09-06,2029-10-05,30,14.75,15833333,6910274,22743607
7682,KH-CTRA028569-86,CTRA028569,554166695,86,2029-10-06,2029-11-05,31,14.75,15833333,6942266,22775599
7683,KH-CTRA028569-87,CTRA028569,538333362,87,2029-11-06,2029-12-05,30,14.75,15833333,6526370,22359703
7684,KH-CTRA028569-88,CTRA028569,522500029,88,2029-12-06,2030-01-05,31,14.75,15833333,6545565,22378898
7685,KH-CTRA028569-89,CTRA028569,506666696,89,2030-01-06,2030-02-05,31,14.75,15833333,6347215,22180548
7686,KH-CTRA028569-90,CTRA028569,490833363,90,2030-02-06,2030-03-05,28,14.75,15833333,5553813,21387146
7687,KH-CTRA028569-91,CTRA028569,475000030,91,2030-03-06,2030-04-05,31,14.75,15833333,5950514,21783847
7688,KH-CTRA028569-92,CTRA028569,459166697,92,2030-04-06,2030-05-05,30,14.75,15833333,5566610,21399943
7689,KH-CTRA028569-93,CTRA028569,443333364,93,2030-05-06,2030-06-05,31,14.75,15833333,5553813,21387146
7690,KH-CTRA028569-94,CTRA028569,427500031,94,2030-06-06,2030-07-05,30,14.75,15833333,5182706,21016039
7691,KH-CTRA028569-95,CTRA028569,411666698,95,2030-07-06,2030-08-05,31,14.75,15833333,5157112,20990445
7692,KH-CTRA028569-96,CTRA028569,395833365,96,2030-08-06,2030-09-05,31,14.75,15833333,4958762,20792095
