ID,MA_HOPDONG_TINDUNG,SO_KY,NGAY_TRA,TRA_GOC,TRA_LAI
2953,CTRA027806,50,2023-04-23,23333333,2997375
2954,CTRA027806,51,2023-05-23,23333333,2636986
2955,CTRA027806,52,2023-06-23,23333333,2452397
2956,CTRA027806,53,2023-07-23,23333333,2109589
2957,CTRA027806,54,2023-08-23,23333333,1907420
2958,CTRA027806,55,2023-09-23,23333333,1634932
2959,CTRA027806,56,2023-10-23,23333333,1318493
2960,CTRA027806,57,2023-11-23,23333333,1089955
2961,CTRA027806,58,2023-12-23,23333333,791096
2962,CTRA027806,59,2024-01-23,23333333,544977
2963,CTRA027806,60,2024-02-24,23333353,281279
2964,CTRA027911,1,2018-10-26,71428571,64109589
2965,CTRA027911,2,2018-11-26,71428571,65457926
2966,CTRA027911,3,2018-12-26,71428571,62583170
2967,CTRA027911,4,2019-01-26,71428571,63880626
2968,CTRA027911,5,2019-02-26,71428571,63091977
2969,CTRA027911,6,2019-03-26,71428571,56273973
2970,CTRA027911,7,2019-04-26,71428571,61514677
2971,CTRA027911,8,2019-05-26,71428571,58767123
2972,CTRA027911,9,2019-06-26,71428571,59937378
2973,CTRA027911,10,2019-07-26,71428571,57240705
2974,CTRA027911,11,2019-08-26,71428571,58360078
2975,CTRA027911,12,2019-09-26,71428571,57571429
2976,CTRA027911,13,2019-10-26,71428571,54951076
2977,CTRA027911,14,2019-11-26,71428571,55994129
2978,CTRA027911,15,2019-12-26,71428571,53424658
2979,CTRA027911,16,2020-01-26,71428571,54416830
2980,CTRA027911,17,2020-02-26,71428571,53628180
2981,CTRA027911,18,2020-03-26,71428571,49430528
2982,CTRA027911,19,2020-04-26,71428571,52050881
2983,CTRA027911,20,2020-05-26,71428571,49608611
2984,CTRA027911,21,2020-06-26,71428571,50473581
2985,CTRA027911,22,2020-07-26,71428571,48082192
2986,CTRA027911,23,2020-08-26,71428571,48896282
2987,CTRA027911,24,2020-09-26,71428571,48107632
2988,CTRA027911,25,2020-10-26,71428571,45792564
2989,CTRA027911,26,2020-11-26,71428571,46530333
2990,CTRA027911,27,2020-12-26,71428571,44266145
2991,CTRA027911,28,2021-01-26,71428571,44953033
2992,CTRA027911,29,2021-02-26,71428571,44164384
2993,CTRA027911,30,2021-03-26,71428571,39178082
2994,CTRA027911,31,2021-04-26,71428571,42587084
2995,CTRA027911,32,2021-05-26,71428571,40450098
2996,CTRA027911,33,2021-06-26,71428571,41009785
2997,CTRA027911,34,2021-07-26,71428571,38923679
2998,CTRA027911,35,2021-08-26,71428571,39432485
2999,CTRA027911,36,2021-09-26,71428571,38643836
3000,CTRA027911,37,2021-10-26,71428571,36634051
3001,CTRA027911,38,2021-11-26,71428571,37066536
3002,CTRA027911,39,2021-12-26,71428571,35107632
3003,CTRA027911,40,2022-01-26,71428571,35489237
3004,CTRA027911,41,2022-02-26,71428571,34700587
3005,CTRA027911,42,2022-03-26,71428571,30630137
3006,CTRA027911,43,2022-04-26,71428571,33123288
3007,CTRA027911,44,2022-05-26,71428571,31291585
3008,CTRA027911,45,2022-06-26,71428571,31545988
3009,CTRA027911,46,2022-07-26,71428571,29765167
3010,CTRA027911,47,2022-08-26,71428571,29968689
3011,CTRA027911,48,2022-09-26,71428571,29180039
3012,CTRA027911,49,2022-10-26,71428571,27475538
3013,CTRA027911,50,2022-11-26,71428571,27602740
3014,CTRA027911,51,2022-12-26,71428571,25949120
3015,CTRA027911,52,2023-01-26,71428571,26025441
3016,CTRA027911,53,2023-02-26,71428571,25236791
3017,CTRA027911,54,2023-03-26,71428571,22082192
3018,CTRA027911,55,2023-04-26,71428571,23659491
3019,CTRA027911,56,2023-05-26,71428571,22133073
3020,CTRA027911,57,2023-06-26,71428571,22082192
3021,CTRA027911,58,2023-07-26,71428571,20606654
3022,CTRA027911,59,2023-08-26,71428571,20504893
3023,CTRA027911,60,2023-09-26,71428571,19716243
3024,CTRA027911,61,2023-10-26,71428571,18317026
3025,CTRA027911,62,2023-11-26,71428571,18138944
3026,CTRA027911,63,2023-12-26,71428571,16790607
3027,CTRA027911,64,2024-01-26,71428571,16561644
3028,CTRA027911,65,2024-02-26,71428571,15772994
3029,CTRA027911,66,2024-03-26,71428571,14017613
3030,CTRA027911,67,2024-04-26,71428571,14195695
3031,CTRA027911,68,2024-05-26,71428571,12974560
3032,CTRA027911,69,2024-06-26,71428571,12618396
3033,CTRA027911,70,2024-07-26,71428571,11448141
3034,CTRA027911,71,2024-08-26,71428571,11041096
3035,CTRA027911,72,2024-09-26,71428571,10252447
3036,CTRA027911,73,2024-10-26,71428571,9158513
3037,CTRA027911,74,2024-11-26,71428571,8675147
3038,CTRA027911,75,2024-12-26,71428571,7632094
3039,CTRA027909,1,2018-04-03,62500000,70578082
3040,CTRA027909,2,2018-05-03,62500000,67589897
3041,CTRA027909,3,2018-06-03,62500000,69107705
3042,CTRA027909,4,2018-07-03,62500000,66166952
3043,CTRA027909,5,2018-08-03,62500000,67637329
3044,CTRA027909,6,2018-09-03,62500000,66902140
3045,CTRA027909,7,2018-10-03,62500000,64032534
3046,CTRA027909,8,2018-11-03,62500000,65431764
3047,CTRA027909,9,2018-12-03,62500000,62609589
3048,CTRA027909,10,2019-01-03,62500000,63961387
3049,CTRA027909,11,2019-02-03,62500000,63226199
3050,CTRA027909,12,2019-03-03,62500000,56443493
3051,CTRA027909,13,2019-04-03,62500000,61755822
3052,CTRA027909,14,2019-05-03,62500000,59052226
3053,CTRA027909,15,2019-06-03,62500000,60285445
3054,CTRA027909,16,2019-07-03,62500000,57629281
3055,CTRA027909,17,2019-08-03,62500000,58815068
3056,CTRA027909,18,2019-09-03,62500000,58079880
3057,CTRA027909,19,2019-10-03,62500000,55494863
3058,CTRA027909,20,2019-11-03,62500000,56609503
3059,CTRA027909,21,2019-12-03,62500000,54071918
3060,CTRA027909,22,2020-01-03,62500000,55139127
3061,CTRA027909,23,2020-02-03,62500000,54403938
3062,CTRA027909,24,2020-03-03,62500000,50206250
3063,CTRA027909,25,2020-04-03,62500000,52933562
3064,CTRA027909,26,2020-05-03,62500000,50514555
3065,CTRA027909,27,2020-06-03,62500000,51463185
3066,CTRA027909,28,2020-07-03,62500000,49091610
3067,CTRA027909,29,2020-08-03,62500000,49992808
3068,CTRA027909,30,2020-09-03,62500000,49257620
3069,CTRA027909,31,2020-10-03,62500000,46957192
3070,CTRA027909,32,2020-11-03,62500000,47787243
3071,CTRA027909,33,2020-12-03,62500000,45534247
3072,CTRA027909,34,2021-01-03,62500000,46316866
3073,CTRA027909,35,2021-02-03,62500000,45581678
3074,CTRA027909,36,2021-03-03,62500000,40506507
3075,CTRA027909,37,2021-04-03,62500000,44111301
3076,CTRA027909,38,2021-05-03,62500000,41976884
3077,CTRA027909,39,2021-06-03,62500000,42640925
3078,CTRA027909,40,2021-07-03,62500000,40553938
3079,CTRA027909,41,2021-08-03,62500000,41170548
3080,CTRA027909,42,2021-09-03,62500000,40435360
3081,CTRA027909,43,2021-10-03,62500000,38419521
3082,CTRA027909,44,2021-11-03,62500000,38964983
3083,CTRA027909,45,2021-12-03,62500000,36996575
3084,CTRA027909,46,2022-01-03,62500000,37494606
3085,CTRA027909,47,2022-02-03,62500000,36759418
3086,CTRA027909,48,2022-03-03,62500000,32538014
3087,CTRA027909,49,2022-04-03,62500000,35289041
3088,CTRA027909,50,2022-05-03,62500000,33439212
3089,CTRA027909,51,2022-06-03,62500000,33818664
3090,CTRA027909,52,2022-07-03,62500000,32016267
3091,CTRA027909,53,2022-08-03,62500000,32348288
3092,CTRA027909,54,2022-09-03,62500000,31613099
3093,CTRA027909,55,2022-10-03,62500000,29881849
3094,CTRA027909,56,2022-11-03,62500000,30142723
3095,CTRA027909,57,2022-12-03,62500000,28458904
3096,CTRA027909,58,2023-01-03,62500000,28672346
3097,CTRA027909,59,2023-02-03,62500000,27937158
3098,CTRA027909,60,2023-03-03,62500000,24569521
3099,CTRA027909,61,2023-04-03,62500000,26466781
3100,CTRA027909,62,2023-05-03,62500000,24901541
3101,CTRA027909,63,2023-06-03,62500000,24996404
3102,CTRA027909,64,2023-07-03,62500000,23478596
3103,CTRA027909,65,2023-08-03,62500000,23526027
3104,CTRA027909,66,2023-09-03,62500000,22790839
3105,CTRA027909,67,2023-10-03,62500000,21344178
3106,CTRA027909,68,2023-11-03,62500000,21320462
3107,CTRA027909,69,2023-12-03,62500000,19921233
3108,CTRA027909,70,2024-01-03,62500000,19850086
3109,CTRA027909,71,2024-02-03,62500000,19114897
3110,CTRA027909,72,2024-03-03,62500000,17193921
3111,CTRA027909,73,2024-04-03,62500000,17644521
3112,CTRA027909,74,2024-05-03,62500000,16363870
3113,CTRA027909,75,2024-06-03,62500000,16174144
3114,CTRA027909,76,2024-07-03,62500000,14940925
3115,CTRA027909,77,2024-08-03,62500000,14703767
3116,CTRA027909,78,2024-09-03,62500000,13968579
3117,CTRA027909,79,2024-10-03,62500000,12806507
3118,CTRA027909,80,2024-11-03,62500000,12498202
3119,CTRA027909,81,2024-12-03,62500000,11383562
3120,CTRA027910,1,2018-06-04,83333333,95123288
3121,CTRA027910,2,2018-07-04,83333333,91095890
3122,CTRA027910,3,2018-08-04,83333333,93141553
3123,CTRA027910,4,2018-09-04,83333333,92150685
3124,CTRA027910,5,2018-10-04,83333333,88219178
3125,CTRA027910,6,2018-11-04,83333333,90168950
3126,CTRA027910,7,2018-12-04,83333333,86301370
3127,CTRA027910,8,2019-01-04,83333333,88187215
3128,CTRA027910,9,2019-02-04,83333333,87196347
3129,CTRA027910,10,2019-03-04,83333333,77863014
3130,CTRA027910,11,2019-04-04,83333333,85214612
3131,CTRA027910,12,2019-05-04,83333333,81506849
3132,CTRA027910,13,2019-06-04,83333333,83232877
3133,CTRA027910,14,2019-07-04,83333333,79589041
3134,CTRA027910,15,2019-08-04,83333333,81251142
3135,CTRA027910,16,2019-09-04,83333333,80260274
3136,CTRA027910,17,2019-10-04,83333333,76712329
3137,CTRA027910,18,2019-11-04,83333333,78278539
3138,CTRA027910,19,2019-12-04,83333333,74794521
3139,CTRA027910,20,2020-01-04,83333333,76296804
3140,CTRA027910,21,2020-02-04,83333333,75305936
3141,CTRA027910,22,2020-03-04,83333333,69520548
3142,CTRA027910,23,2020-04-04,83333333,73324201
3143,CTRA027910,24,2020-05-04,83333333,70000000
3144,CTRA027910,25,2020-06-04,83333333,71342466
3145,CTRA027910,26,2020-07-04,83333333,68082192
3146,CTRA027910,27,2020-08-04,83333333,69360731
3147,CTRA027910,28,2020-09-04,83333333,68369863
3148,CTRA027910,29,2020-10-04,83333333,65205480
3149,CTRA027910,30,2020-11-04,83333333,66388128
3150,CTRA027910,31,2020-12-04,83333333,63287671
3151,CTRA027910,32,2021-01-04,83333333,64406393
3152,CTRA027910,33,2021-02-04,83333333,63415525
3153,CTRA027910,34,2021-03-04,83333333,56383562
3154,CTRA027910,35,2021-04-04,83333333,61433790
3155,CTRA027910,36,2021-05-04,83333333,58493151
3156,CTRA027910,37,2021-06-04,83333333,59452055
3157,CTRA027910,38,2021-07-04,83333333,56575343
3158,CTRA027910,39,2021-08-04,83333333,57470320
3159,CTRA027910,40,2021-09-04,83333333,56479452
3160,CTRA027910,41,2021-10-04,83333333,53698630
3161,CTRA027910,42,2021-11-04,83333333,54497717
3162,CTRA027910,43,2021-12-04,83333333,51780822
3163,CTRA027910,44,2022-01-04,83333333,52515982
3164,CTRA027910,45,2022-02-04,83333333,51525114
3165,CTRA027910,46,2022-03-04,83333333,45643836
3166,CTRA027910,47,2022-04-04,83333333,49543379
3167,CTRA027910,48,2022-05-04,83333333,46986302
3168,CTRA027910,49,2022-06-04,83333333,47561644
3169,CTRA027910,50,2022-07-04,83333333,45068493
3170,CTRA027910,51,2022-08-04,83333333,45579909
3171,CTRA027910,52,2022-09-04,83333333,44589041
3172,CTRA027910,53,2022-10-04,83333333,42191781
3173,CTRA027910,54,2022-11-04,83333333,42607306
3174,CTRA027910,55,2022-12-04,83333333,40273973
3175,CTRA027910,56,2023-01-04,83333333,40625571
3176,CTRA027910,57,2023-02-04,83333333,39634703
3177,CTRA027910,58,2023-03-04,83333333,34904110
3178,CTRA027910,59,2023-04-04,83333333,37652968
3179,CTRA027910,60,2023-05-04,83333333,35479452
3180,CTRA027910,61,2023-06-04,83333333,35671233
3181,CTRA027910,62,2023-07-04,83333333,33561644
3182,CTRA027910,63,2023-08-04,83333333,33689498
3183,CTRA027910,64,2023-09-04,83333333,32698630
3184,CTRA027910,65,2023-10-04,83333333,30684932
3185,CTRA027910,66,2023-11-04,83333333,30716895
3186,CTRA027910,67,2023-12-04,83333333,28767124
3187,CTRA027910,68,2024-01-04,83333333,28735160
3188,CTRA027910,69,2024-02-04,83333333,27744293
3189,CTRA027910,70,2024-03-04,83333333,25027398
3190,CTRA027910,71,2024-04-04,83333333,25762557
3191,CTRA027910,72,2024-05-04,83333333,23972603
3192,CTRA027910,73,2024-06-04,83333333,23780822
3193,CTRA027910,74,2024-07-04,83333333,22054795
3194,CTRA027910,75,2024-08-04,83333333,21799087
3195,CTRA027910,76,2024-09-04,83333333,20808219
3196,CTRA027910,77,2024-10-04,83333333,19178082
3197,CTRA027910,78,2024-11-04,83333333,18826484
3198,CTRA027910,79,2024-12-04,83333333,17260274
3199,CTRA027924,1,2019-10-18,215151515,325627397
3200,CTRA027924,2,2019-11-18,215151515,333932540
3201,CTRA027924,3,2019-12-18,215151515,320693649
3202,CTRA027924,4,2020-01-18,215151515,328834334
3203,CTRA027924,5,2020-02-18,215151515,326285230
3204,CTRA027924,6,2020-03-18,215151515,302849925
3205,CTRA027924,7,2020-04-18,215151515,321187024
3206,CTRA027924,8,2020-05-18,215151515,308359278
3207,CTRA027924,9,2020-06-18,215151515,316088817
3208,CTRA027924,10,2020-07-18,215151515,303425529
3209,CTRA027924,11,2020-08-18,215151515,310990610
3210,CTRA027924,12,2020-09-18,215151515,308441507
3211,CTRA027924,13,2020-10-18,215151515,296024907
3212,CTRA027924,14,2020-11-18,215151515,303343300
3213,CTRA027924,15,2020-12-18,215151515,291091158
3214,CTRA027924,16,2021-01-18,215151515,298245093
3215,CTRA027924,17,2021-02-18,215151515,295695990
3216,CTRA027924,18,2021-03-18,215151515,264777833
3217,CTRA027924,19,2021-04-18,215151515,290597783
3218,CTRA027924,20,2021-05-18,215151515,278756787
3219,CTRA027924,21,2021-06-18,215151515,285499577
3220,CTRA027924,22,2021-07-18,215151515,273823039
3221,CTRA027924,23,2021-08-18,215151515,280401370
3222,CTRA027924,24,2021-09-18,215151515,277852267
3223,CTRA027924,25,2021-10-18,215151515,266422416
3224,CTRA027924,26,2021-11-18,215151515,272754060
3225,CTRA027924,27,2021-12-18,215151515,261488668
3226,CTRA027924,28,2022-01-18,215151515,267655853
3227,CTRA027924,29,2022-02-18,215151515,265106750
3228,CTRA027924,30,2022-03-18,215151515,237148842
3229,CTRA027924,31,2022-04-18,215151515,260008543
3230,CTRA027924,32,2022-05-18,215151515,249154296
3231,CTRA027924,33,2022-06-18,215151515,254910336
3232,CTRA027924,34,2022-07-18,215151515,244220548
3233,CTRA027924,35,2022-08-18,215151515,249812130
3234,CTRA027924,36,2022-09-18,215151515,247263026
3235,CTRA027924,37,2022-10-18,215151515,236819925
3236,CTRA027924,38,2022-11-18,215151515,242164819
3237,CTRA027924,39,2022-12-18,215151515,231886177
3238,CTRA027924,40,2023-01-18,215151515,237066613
3239,CTRA027924,41,2023-02-18,215151515,234517509
3240,CTRA027924,42,2023-03-18,215151515,209519851
3241,CTRA027924,43,2023-04-18,215151515,229419303
3242,CTRA027924,44,2023-05-18,215151515,219551806
3243,CTRA027924,45,2023-06-18,215151515,224321096
3244,CTRA027924,46,2023-07-18,215151515,214618057
3245,CTRA027924,47,2023-08-18,215151515,219222889
3246,CTRA027924,48,2023-09-18,215151515,216673786
3247,CTRA027924,49,2023-10-18,215151515,207217435
3248,CTRA027924,50,2023-11-18,215151515,211575579
3249,CTRA027924,51,2023-12-18,215151515,202283686
3250,CTRA027924,52,2024-01-18,215151515,206477372
3251,CTRA027924,53,2024-02-18,215151515,203928269
3252,CTRA027924,54,2024-03-18,215151515,188386961
3253,CTRA027924,55,2024-04-18,215151515,198830062
3254,CTRA027924,56,2024-05-18,215151515,189949315
3255,CTRA027924,57,2024-06-18,215151515,193731856
3256,CTRA027924,58,2024-07-18,215151515,185015567
3257,CTRA027924,59,2024-08-18,215151515,188633649
3258,CTRA027924,60,2024-09-18,215151515,186084546
3259,CTRA027924,61,2024-10-18,215151515,177614944
3260,CTRA027924,62,2024-11-18,215151515,180986339
3261,CTRA027924,63,2024-12-18,215151515,172681196
3262,CTRA027923,1,2019-07-29,514583333,837431507
3263,CTRA027923,2,2019-08-29,514583333,859336544
3264,CTRA027923,3,2019-09-29,514583333,853327197
3265,CTRA027923,4,2019-10-29,514583333,819985017
3266,CTRA027923,5,2019-11-29,514583333,841308505
3267,CTRA027923,6,2019-12-29,514583333,808354024
3268,CTRA027923,7,2020-01-29,514583333,829289812
3269,CTRA027923,8,2020-02-28,514583333,796723031
3270,CTRA027923,9,2020-03-28,514583333,764543950
3271,CTRA027923,10,2020-04-28,514583333,811261772
3272,CTRA027923,11,2020-05-28,514583333,779276541
3273,CTRA027923,12,2020-06-28,514583333,799243079
3274,CTRA027923,13,2020-07-28,514583333,767645548
3275,CTRA027923,14,2020-08-28,514583333,787224386
3276,CTRA027923,15,2020-09-28,514583333,781215040
3277,CTRA027923,16,2020-10-28,514583333,750199058
3278,CTRA027923,17,2020-11-28,514583333,769196347
3279,CTRA027923,18,2020-12-28,514583333,738568065
3280,CTRA027923,19,2021-01-28,514583333,757177654
3281,CTRA027923,20,2021-02-27,514583333,726937072
3282,CTRA027923,21,2021-03-27,514583333,673046804
3283,CTRA027923,22,2021-04-27,514583333,739149615
3284,CTRA027923,23,2021-05-27,514583333,709490582
3285,CTRA027923,24,2021-06-27,514583333,727130922
3286,CTRA027923,25,2021-07-27,514583333,697859589
3287,CTRA027923,26,2021-08-27,514583333,715112229
3288,CTRA027923,27,2021-09-27,514583333,709102883
3289,CTRA027923,28,2021-10-27,514583333,680413099
3290,CTRA027923,29,2021-11-27,514583333,697084190
3291,CTRA027923,30,2021-12-27,514583333,668782106
3292,CTRA027923,31,2022-01-27,514583333,685065497
3293,CTRA027923,32,2022-02-27,514583333,679056150
3294,CTRA027923,33,2022-03-27,514583333,607913242
3295,CTRA027923,34,2022-04-27,514583333,667037457
3296,CTRA027923,35,2022-05-27,514583333,639704623
3297,CTRA027923,36,2022-06-27,514583333,655018764
3298,CTRA027923,37,2022-07-27,514583333,628073630
3299,CTRA027923,38,2022-08-27,514583333,643000071
3300,CTRA027923,39,2022-09-27,514583333,636990725
3301,CTRA027923,40,2022-10-27,514583333,610627141
3302,CTRA027923,41,2022-11-27,514583333,624972032
3303,CTRA027923,42,2022-12-27,514583333,598996147
3304,CTRA027923,43,2023-01-27,514583333,612953339
3305,CTRA027923,44,2023-02-27,514583333,606943993
3306,CTRA027923,45,2023-03-27,514583333,542779681
3307,CTRA027923,46,2023-04-27,514583333,594925300
3308,CTRA027923,47,2023-05-27,514583333,569918665
3309,CTRA027923,48,2023-06-27,514583333,582906607
3310,CTRA027923,49,2023-07-27,514583333,558287671
3311,CTRA027923,50,2023-08-27,514583333,570887914
3312,CTRA027923,51,2023-09-27,514583333,564878568
3313,CTRA027923,52,2023-10-27,514583333,540841182
3314,CTRA027923,53,2023-11-27,514583333,552859875
3315,CTRA027923,54,2023-12-27,514583333,529210189
3316,CTRA027923,55,2024-01-27,514583333,540841182
3317,CTRA027923,56,2024-02-27,514583333,534831835
3318,CTRA027923,57,2024-03-27,514583333,494704909
3319,CTRA027923,58,2024-04-27,514583333,522813142
3320,CTRA027923,59,2024-05-27,514583333,500132706
3321,CTRA027923,60,2024-06-27,514583333,510794449
3322,CTRA027923,61,2024-07-27,514583333,488501713
3323,CTRA027923,62,2024-08-27,514583333,498775757
3324,CTRA027923,63,2024-09-27,514583333,492766410
3325,CTRA027923,64,2024-10-27,514583333,471055223
3326,CTRA027923,65,2024-11-27,514583333,480747717
3327,CTRA027923,66,2024-12-27,514583333,459424230
3328,CTRA028090,1,2023-12-17,72222222,33443836
3329,CTRA028090,2,2024-01-17,72222222,33598668
3330,CTRA028090,3,2024-02-17,72222222,32638706
3331,CTRA028090,4,2024-03-17,72222222,29634954
3332,CTRA028090,5,2024-04-17,72222222,30718782
3333,CTRA028090,6,2024-05-17,72222222,28798858
3334,CTRA028090,7,2024-06-17,72222222,28798858
3335,CTRA028090,8,2024-07-17,72222222,26940868
3336,CTRA028090,9,2024-08-17,72222222,26878935
3337,CTRA028090,10,2024-09-17,72222222,25918973
3338,CTRA028090,11,2024-10-17,72222222,24153881
3339,CTRA028090,12,2024-11-17,72222222,23999049
3340,CTRA028090,13,2024-12-17,72222222,22295890
3341,CTRA028089,1,2021-12-15,393750000,629136986
3342,CTRA028089,2,2022-01-15,393750000,645593579
3343,CTRA028089,3,2022-02-15,393750000,641078938
3344,CTRA028089,4,2022-03-15,393750000,574961301
3345,CTRA028089,5,2022-04-15,393750000,632049658
3346,CTRA028089,6,2022-05-15,393750000,607291952
3347,CTRA028089,7,2022-06-15,393750000,623020377
3348,CTRA028089,8,2022-07-15,393750000,598553938
3349,CTRA028089,9,2022-08-15,393750000,613991096
3350,CTRA028089,10,2022-09-15,393750000,609476455
3351,CTRA028089,11,2022-10-15,393750000,585446918
3352,CTRA028089,12,2022-11-15,393750000,600447175
3353,CTRA028089,13,2022-12-15,393750000,576708904
3354,CTRA028089,14,2023-01-15,393750000,591417894
3355,CTRA028089,15,2023-02-15,393750000,586903253
3356,CTRA028089,16,2023-03-15,393750000,526028425
3357,CTRA028089,17,2023-04-15,393750000,577873973
3358,CTRA028089,18,2023-05-15,393750000,554863870
3359,CTRA028089,19,2023-06-15,393750000,568844692
3360,CTRA028089,20,2023-07-15,393750000,546125856
3361,CTRA028089,21,2023-08-15,393750000,559815411
3362,CTRA028089,22,2023-09-15,393750000,555300771
3363,CTRA028089,23,2023-10-15,393750000,533018836
3364,CTRA028089,24,2023-11-15,393750000,546271490
3365,CTRA028089,25,2023-12-15,393750000,524280822
3366,CTRA028089,26,2024-01-15,393750000,537242209
3367,CTRA028089,27,2024-02-15,393750000,532727568
3368,CTRA028089,28,2024-03-15,393750000,494134675
3369,CTRA028089,29,2024-04-15,393750000,523698288
3370,CTRA028089,30,2024-05-15,393750000,502435788
3371,CTRA028089,31,2024-06-15,393750000,514669007
3372,CTRA028089,32,2024-07-15,393750000,493697774
3373,CTRA028089,33,2024-08-15,393750000,505639726
3374,CTRA028089,34,2024-09-15,393750000,501125086
3375,CTRA028089,35,2024-10-15,393750000,480590753
3376,CTRA028089,36,2024-11-15,393750000,492095805
3377,CTRA028089,37,2024-12-15,393750000,471852740
3378,CTRA028216,1,2024-05-28,146428571,127886301
3379,CTRA028216,2,2024-06-28,146428571,130575974
3380,CTRA028216,3,2024-07-28,146428571,124841389
3381,CTRA028216,4,2024-08-28,146428571,127429565
3382,CTRA028216,5,2024-09-28,146428571,125856360
3383,CTRA028216,6,2024-10-28,146428571,120274022
3384,CTRA028216,7,2024-11-28,146428571,122709951
3385,CTRA028216,8,2024-12-28,146428571,117229110
3386,CTRA028575,1,2024-02-23,232142857,215301370
3387,CTRA028575,2,2024-03-23,232142857,199013209
3388,CTRA028575,3,2024-04-23,232142857,210175147
3389,CTRA028575,4,2024-05-23,232142857,200914873
3390,CTRA028575,5,2024-06-23,232142857,205048924
3391,CTRA028575,6,2024-07-23,232142857,195954012
3392,CTRA028575,7,2024-08-23,232142857,199922701
3393,CTRA028575,8,2024-09-23,232142857,197359589
3394,CTRA028575,9,2024-10-23,232142857,188512720
3395,CTRA028575,10,2024-11-23,232142857,192233366
3396,CTRA028575,11,2024-12-23,232142857,183551859
3397,CTRA028566,1,2022-06-21,181666667,136548630
3398,CTRA028566,2,2022-07-21,181666667,129941438
3399,CTRA028566,3,2022-08-21,181666667,131997009
3400,CTRA028566,4,2022-09-21,181666667,129721199
3401,CTRA028566,5,2022-10-21,181666667,123334247
3402,CTRA028566,6,2022-11-21,181666667,125169578
3403,CTRA028566,7,2022-12-21,181666667,118929452
3404,CTRA028566,8,2023-01-21,181666667,120617957
3405,CTRA028566,9,2023-02-21,181666667,118342146
3406,CTRA028566,10,2023-03-21,181666667,104834110
3407,CTRA028566,11,2023-04-21,181666667,113790525
3408,CTRA028566,12,2023-05-21,181666667,107917466
3409,CTRA028566,13,2023-06-21,181666667,109238904
3410,CTRA028566,14,2023-07-21,181666667,103512671
3411,CTRA028566,15,2023-08-21,181666667,104687283
3412,CTRA028566,16,2023-09-21,181666667,102411473
3413,CTRA028566,17,2023-10-21,181666667,96905479
3414,CTRA028566,18,2023-11-21,181666667,97859852
3415,CTRA028566,19,2023-12-21,181666667,92500685
3416,CTRA028568,1,2021-02-27,153571429,161603425
3417,CTRA028568,2,2021-03-27,153571429,144226712
3418,CTRA028568,3,2021-04-27,153571429,157755724
3419,CTRA028568,4,2021-05-27,153571429,150805039
3420,CTRA028568,5,2021-06-27,153571429,153908023
3421,CTRA028568,6,2021-07-27,153571429,147081458
3422,CTRA028568,7,2021-08-27,153571429,150060323
3423,CTRA028568,8,2021-09-27,153571429,148136473
3424,CTRA028568,9,2021-10-27,153571429,141496086
3425,CTRA028568,10,2021-11-27,153571429,144288772
3426,CTRA028568,11,2021-12-27,153571429,137772505
3427,CTRA028568,12,2022-01-27,153571429,140441071
3428,CTRA028568,13,2022-02-27,153571429,138517221
3429,CTRA028568,14,2022-03-27,153571429,123374657
3430,CTRA028568,15,2022-04-27,153571429,134669520
3431,CTRA028568,16,2022-05-27,153571429,128463552
3432,CTRA028568,17,2022-06-27,153571429,130821820
3433,CTRA028568,18,2022-07-27,153571429,124739971
3434,CTRA028568,19,2022-08-27,153571429,126974119
3435,CTRA028568,20,2022-09-27,153571429,125050269
3436,CTRA028568,21,2022-10-27,153571429,119154599
3437,CTRA028568,22,2022-11-27,153571429,121202568
3438,CTRA028568,23,2022-12-27,153571429,115431017
3439,CTRA028568,24,2023-01-27,153571429,117354868
3440,CTRA028568,25,2023-02-27,153571429,115431017
3441,CTRA028568,26,2023-03-27,153571429,102522603
3442,CTRA028568,27,2023-04-27,153571429,111583317
3443,CTRA028568,28,2023-05-27,153571429,106122064
3444,CTRA028568,29,2023-06-27,153571429,107735616
3445,CTRA028568,30,2023-07-27,153571429,102398483
3446,CTRA028568,31,2023-08-27,153571429,103887916
3447,CTRA028568,32,2023-09-27,153571429,101964065
3448,CTRA028568,33,2023-10-27,153571429,96813111
3449,CTRA028568,34,2023-11-27,153571429,98116365
3450,CTRA028568,35,2023-12-27,153571429,93089530
3451,CTRA028568,36,2024-01-27,153571429,94268664
3452,CTRA028568,37,2024-02-27,153571429,92344814
3453,CTRA028568,38,2024-03-27,153571429,84587353
3454,CTRA028568,39,2024-04-27,153571429,88497113
3455,CTRA028568,40,2024-05-27,153571429,83780577
3456,CTRA028568,41,2024-06-27,153571429,84649413
3457,CTRA028568,42,2024-07-27,153571429,80056996
3458,CTRA028568,43,2024-08-27,153571429,80801712
3459,CTRA028568,44,2024-09-27,153571429,78877862
3460,CTRA028568,45,2024-10-27,153571429,74471624
3461,CTRA028568,46,2024-11-27,153571429,75030161
3462,CTRA028568,47,2024-12-27,153571429,70748043
3463,CTRA028566,20,2024-01-21,181666667,93308231
3464,CTRA028566,21,2024-02-21,181666667,91032420
3465,CTRA028566,22,2024-03-21,181666667,83030377
3466,CTRA028566,23,2024-04-21,181666667,86480799
3467,CTRA028566,24,2024-05-21,181666667,81488699
3468,CTRA028566,25,2024-06-21,181666667,81929178
